,cipmet0_S1,cipmet0_S2,cipmet0_S3
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Kitasatospora|Kitasatospora albolonga,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis,11,15,3
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis methanolica,28,20,16
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis japonica,1,0,6
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis albispora,11,10,2
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis sp. AA4,22,7,16
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis keratiniphila,1,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinoalloteichus|Actinoalloteichus hymeniacidonis,81,70,61
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharomonospora|Saccharomonospora marina,18,5,9
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharothrix|Saccharothrix syringae,19,11,6
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharothrix|Saccharothrix espanaensis,0,0,2
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Lentzea|Lentzea guizhouensis,11,7,5
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Pseudonocardia|Pseudonocardia dioxanivorans,1,1,3
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Pseudonocardia|Pseudonocardia sp. HH130630-07,0,0,0
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Kibdelosporangium|Kibdelosporangium phytohabitans,0,0,0
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Kutzneria|Kutzneria albida,1,2,3
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Alloactinosynnema|Alloactinosynnema sp. L-07,0,0,0
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales,6,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Cutibacterium|Cutibacterium acnes,71,45,45
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Cutibacterium|Cutibacterium avidum,38,23,18
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Propionibacterium|Propionibacterium australiense,11,6,3
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Propionibacterium|Propionibacterium acidifaciens,65,38,21
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Tessaracoccus|Tessaracoccus aquimaris,27,19,17
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Tessaracoccus|Tessaracoccus sp. T2.5-30,35,27,20
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Tessaracoccus|Tessaracoccus timonensis,1,2,5
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Microlunatus|Microlunatus phosphovorus,0,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Auraticoccus|Auraticoccus monumenti,23,23,16
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides sp. HY056,10,11,7
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides sp. SB3-45,15,9,4
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides sp. S-1144,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides sp. R-3366,0,0,0
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Aeromicrobium|Aeromicrobium erythreum,2,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Kribbella|Kribbella flavida,0,0,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae,2,3,2
Bacteria|NA|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora,102,85,57
Bacteria|NA|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora|Micromonospora sp. WMMA2032,15,13,7
Bacteria|NA|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|Actinoplanes derwentensis,2,4,4
Bacteria|NA|Actinobacteria|Actinobacteria|Streptosporangiales|Nocardiopsaceae|Nocardiopsis|Nocardiopsis dassonvillei,124,77,44
Bacteria|NA|Actinobacteria|Actinobacteria|Streptosporangiales|Nocardiopsaceae|Streptomonospora|Streptomonospora sp. M2,11,4,7
Bacteria|NA|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae|Streptosporangium|Streptosporangium roseum,5,0,4
Bacteria|NA|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae,0,0,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae|Actinomadura|Actinomadura sp. WMMA1423,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Frankiales|Frankiaceae|Frankia|Frankia alni,63,50,43
Bacteria|NA|Actinobacteria|Actinobacteria|Frankiales|Frankiaceae|Frankia|Candidatus Frankia meridionalis,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Candidatus Nanopelagicales|Candidatus Nanopelagicaceae|Candidatus Nanopelagicus|Candidatus Nanopelagicus abundans,22,4,40
Bacteria|NA|Actinobacteria|Actinobacteria|Candidatus Nanopelagicales|Candidatus Nanopelagicaceae|Candidatus Planktophila|Candidatus Planktophila limnetica,0,2,1
Bacteria|NA|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Blastococcus|Blastococcus saxobsidens,10,3,3
Bacteria|NA|Actinobacteria|Actinobacteria|Catenulisporales|Catenulisporaceae|Catenulispora|Catenulispora acidiphila,4,7,1
Bacteria|NA|Actinobacteria|Actinobacteria|Actinopolysporales|Actinopolysporaceae|Actinopolyspora|Actinopolyspora erythraea,0,4,2
Bacteria|NA|Actinobacteria|Actinobacteria|Jiangellales|Jiangellaceae|Jiangella|Jiangella alkaliphila,18,16,13
Bacteria|NA|Actinobacteria|Actinobacteria|Jiangellales|Jiangellaceae|Jiangella|Jiangella sp. DSM 45060,1,0,1
Bacteria|NA|Actinobacteria|Actinobacteria|NA|NA|Thermobispora|Thermobispora bispora,0,0,0
Bacteria|NA|Actinobacteria|Coriobacteriia,0,11,2
Bacteria|NA|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella|Collinsella aerofaciens,252,101,2
Bacteria|NA|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Olsenella|Olsenella umbonata,0,1,0
Bacteria|NA|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Libanicoccus|Libanicoccus massiliensis,0,0,0
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella|Eggerthella sp. YY7918,121,194,5
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella|Eggerthella lenta,899,34547,4192
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Phoenicibacter|Phoenicibacter congonensis,25,32,0
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Arabia|Arabia massiliensis,31,46,25
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Denitrobacterium|Denitrobacterium detoxificans,0,0,0
Bacteria|NA|Actinobacteria|NA|NA|NA|NA|Actinobacteria bacterium IMCC26103,2,0,7
Bacteria|NA|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Ilumatobacteraceae|Ilumatobacter|Ilumatobacter coccineus,37,20,13
Bacteria|NA|Actinobacteria|Rubrobacteria|Rubrobacterales|Rubrobacteraceae|Rubrobacter|Rubrobacter indicoceani,0,0,0
Bacteria|NA|Actinobacteria|Nitriliruptoria|Egicoccales|Egicoccaceae|Egicoccus|Egicoccus halophilus,0,0,1
Bacteria|NA|Cyanobacteria,29,37,71
Bacteria|NA|Cyanobacteria|NA|Nostocales,95,112,10
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae,7,4,11
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc,2,0,1
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc sp. PCC 7524,216,248,11
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',4,10,30
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc sp. 'Peltigera membranacea cyanobiont' N6,2,2,6
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc sp. PCC 7107,0,0,2
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc punctiforme,15,14,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc piscinale,0,2,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Anabaena,0,0,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Anabaena|Anabaena cylindrica,1,0,4
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix,37,59,23
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix|Calothrix sp. NIES-2100,0,1,1
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix|Calothrix sp. NIES-3974,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix|Calothrix parasitica,1,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix|Calothrix parietina,5,6,21
Bacteria|NA|Cyanobacteria|NA|Nostocales|Aphanizomenonaceae,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Aphanizomenonaceae|Sphaerospermopsis|Sphaerospermopsis kisseleviana,13,24,2
Bacteria|NA|Cyanobacteria|NA|Nostocales|Aphanizomenonaceae|Dolichospermum|Dolichospermum sp. UHCC 0315A,0,0,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|NA|NA|Nostocales cyanobacterium HT-58-2,1,0,1
Bacteria|NA|Cyanobacteria|NA|Nostocales|Hapalosiphonaceae|Fischerella,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Hapalosiphonaceae|Fischerella|Fischerella sp. NIES-4106,0,2,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Rivulariaceae|Rivularia|Rivularia sp. PCC 7116,0,1,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales,0,1,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae,1,2,1
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Cyanobium|Cyanobium gracile,157,239,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus,4,1,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. KORDI-52,16,25,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. RSCCF101,25,18,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. WH 8020,0,0,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. NIES-970,16,0,7
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. PCC 7003,0,0,1
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Dactylococcopsis|Dactylococcopsis salina,20,3,26
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Thermosynechococcus|Thermosynechococcus sp. CL-1,11,25,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Thermosynechococcus|Thermosynechococcus elongatus,1,0,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Leptolyngbyaceae|Leptolyngbya|Leptolyngbya sp. O-77,70,22,87
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Leptolyngbyaceae|Leptolyngbya|Leptolyngbya sp. PCC 7376,1,0,3
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Leptolyngbyaceae|Leptolyngbya|Leptolyngbya boryana,1,2,37
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Merismopediaceae|Synechocystis,11,32,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Merismopediaceae|Synechocystis|Synechocystis sp. CACIAM 05,1,3,3
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus sp. MIT 0604,1,8,3
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus marinus,3,11,121
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Pseudanabaenaceae|Pseudanabaena|Pseudanabaena sp. ABRG5-3,0,0,0
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Chroococcaceae|Geminocystis|Geminocystis sp. NIES-3709,16,14,58
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Chroococcaceae|Geminocystis|Geminocystis sp. NIES-3708,28,22,15
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Chroococcaceae|Geminocystis|Geminocystis herdmanii,5,1,0
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Chroococcaceae|Gloeocapsa|Gloeocapsa sp. PCC 7428,7,6,4
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Chroococcaceae|Chondrocystis|Chondrocystis sp. NIES-4102,1,4,11
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Aphanothecaceae|Gloeothece|Gloeothece citriformis,11,24,2
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Aphanothecaceae|Gloeothece|Gloeothece verrucosa,1,0,3
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Aphanothecaceae|Halothece|Halothece sp. PCC 7418,8,3,53
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Aphanothecaceae|Candidatus Atelocyanobacterium|Candidatus Atelocyanobacterium thalassa,0,0,3
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Cyanobacteriaceae|Cyanobacterium|Cyanobacterium aponinum,1,3,2
Bacteria|NA|Cyanobacteria|NA|Oscillatoriales|Oscillatoriaceae|Moorea|Moorea producens,4,4,18
Bacteria|NA|Cyanobacteria|NA|Oscillatoriales|Gomontiellaceae|Crinalium|Crinalium epipsammum,14,0,1
Bacteria|NA|Cyanobacteria|NA|Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus sp. PCC 7113,0,6,2
Bacteria|NA|Cyanobacteria|NA|Oscillatoriales|Microcoleaceae|Planktothrix|Planktothrix agardhii,3,1,3
Bacteria|NA|Cyanobacteria|NA|Pleurocapsales|Dermocarpellaceae|Stanieria,0,2,0
Bacteria|NA|Cyanobacteria|NA|Pleurocapsales|Dermocarpellaceae|Stanieria|Stanieria cyanosphaera,37,40,0
Bacteria|NA|Cyanobacteria|NA|NA|NA|NA|cyanobacterium endosymbiont of Rhopalodia gibberula,3,26,4
Bacteria|NA|Cyanobacteria|NA|NA|NA|NA|cyanobacterium endosymbiont of Epithemia turgida,0,6,2
Bacteria|NA|Cyanobacteria|Gloeobacteria|Gloeobacterales|Gloeobacteraceae|Gloeobacter|Gloeobacter violaceus,0,1,0
Bacteria|NA|Cyanobacteria|Gloeobacteria|Gloeobacterales|Gloeobacteraceae|Gloeobacter|Gloeobacter kilaueensis,0,0,0
Bacteria|NA|Cyanobacteria|Gloeobacteria|Chroococcidiopsidales|Chroococcidiopsidaceae|Chroococcidiopsis|Chroococcidiopsis thermalis,0,1,0
Bacteria|NA|Tenericutes|Mollicutes,0,2,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma,192,253,1
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma cantharicola,0,11,15
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma turonicum,6,1,14
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma litorale,0,8,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma helicoides,18,2,3
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma eriocheiris,0,12,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma gladiatoris,0,1,2
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma culicicola,0,4,3
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Entomoplasma|Entomoplasma freundtii,11,8,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Entomoplasma|Entomoplasma luminosum,1,2,1
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Mesoplasma|Mesoplasma florum,1,0,13
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma,7,14,19
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma conjunctivae,16,22,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma salivarium,43,9,40
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma bovigenitalium,88,22,85
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma mycoides,12,0,1
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma anatis,2,3,6
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma phocicerebrale,10,10,8
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma glycophilum,0,2,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma pullorum,2,0,2
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma penetrans,0,1,7
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma columborale,4,16,53
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma cynos,0,11,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma anserisalpingitidis,2,5,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma hominis,0,0,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma canadense,0,0,1
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma gallinaceum,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma hyosynoviae,55,24,16
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma meleagridis,0,0,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma sp. (ex Biomphalaria glabrata),0,1,10
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma orale,0,0,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma phocidae,2,0,5
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma synoviae,10,15,33
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma struthionis,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Candidatus Hepatoplasma|Candidatus Hepatoplasma crinochetorum,1,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Ureaplasma,0,2,0
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae,0,0,0
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma hippikon,46,11,20
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma oculi,3,3,1
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma laidlawii,2,2,1
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma axanthum,2,2,6
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma palmae,0,7,1
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma brassicae,7,1,1
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Candidatus Phytoplasma,7,1,5
Bacteria|NA|Tenericutes|NA|NA|NA|NA|Tenericutes bacterium MZ-XQ,196,240,26
Bacteria|NA|Tenericutes|NA|NA|NA|Candidatus Izimaplasma|Candidatus Izimaplasma sp. HR1,13,4,7
Bacteria|NA|Chloroflexi|Dehalococcoidia|NA|NA|Dehalogenimonas|Dehalogenimonas lykanthroporepellens,185,197,0
Bacteria|NA|Chloroflexi|Dehalococcoidia|Dehalococcoidales|Dehalococcoidaceae|Dehalococcoides,4,5,24
Bacteria|NA|Chloroflexi|Dehalococcoidia|Dehalococcoidales|Dehalococcoidaceae|Dehalococcoides|Dehalococcoides mccartyi,3,18,0
Bacteria|NA|Chloroflexi|Ardenticatenia|Ardenticatenales|Ardenticatenaceae|Candidatus Promineofilum|Candidatus Promineofilum breve,30,31,0
Bacteria|NA|Chloroflexi|Anaerolineae|Anaerolineales|Anaerolineaceae|NA|Anaerolineaceae bacterium oral taxon 439,1,4,0
Bacteria|NA|Chloroflexi|Anaerolineae|Anaerolineales|Anaerolineaceae|Pelolinea|Pelolinea submarina,0,0,0
Bacteria|NA|Chloroflexi|Chloroflexia|Chloroflexales|Chloroflexaceae|Chloroflexus,1,0,1
Bacteria|NA|Chloroflexi|Thermomicrobia|Sphaerobacterales|Sphaerobacteraceae|Sphaerobacter|Sphaerobacter thermophilus,2,2,0
Bacteria|NA|Chloroflexi|Caldilineae|Caldilineales|Caldilineaceae|Caldilinea|Caldilinea aerophila,1,2,1
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus,0,4,6
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus irradiatisoli,32,24,11
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus swuensis,1,0,0
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus maricopensis,15,6,5
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus sp. NW-56,10,6,2
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus proteolyticus,0,0,0
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus ficus,2,0,1
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus geothermalis,0,3,0
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus radiodurans,0,0,0
Bacteria|NA|Armatimonadetes,0,2,3
Bacteria|NA|Armatimonadetes|Fimbriimonadia|Fimbriimonadales|Fimbriimonadaceae|Fimbriimonas|Fimbriimonas ginsengisoli,0,0,0
Bacteria|NA|Armatimonadetes|NA|NA|NA|NA|Armatimonadetes bacterium Uphvl-Ar1,0,0,4
Bacteria|NA|Armatimonadetes|NA|NA|NA|NA|Armatimonadetes bacterium Uphvl-Ar2,0,0,1
Bacteria|NA|NA|NA|NA|NA|Thermobaculum|Thermobaculum terrenum,0,1,1
Bacteria|NA|Bacteroidetes,1197,1186,2288
Bacteria|NA|Bacteroidetes|Bacteroidia,8,11,24
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales,10747,12194,27554
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides,55702,50163,125137
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides dorei,79255,83072,225874
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron,85265,100998,132138
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides uniformis,85127,81915,177112
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus,81531,60569,136577
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis,64851,69208,67156
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. A1C1,21852,21514,49992
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides vulgatus,9170,11063,24375
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides xylanisolvens,21219,8421,68524
