,cipbeta40_S2,cipbeta40_S1,cipbeta40_S3
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella intermedia,198,226,96
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella melaninogenica,35,22,3
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella jejuni,30,10,2
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella fusca,23,8,1
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella scopos,15,21,2
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella ruminicola,11,2,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella denticola,7,31,9
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella dentalis,7,11,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella oris,5,17,8
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella sp. oral taxon 299,4,21,8
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella enoeca,2,4,5
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Alloprevotella|Alloprevotella sp. E39,8,15,4
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Barnesiellaceae|Barnesiella|Barnesiella viscericola,1039,311,313
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae,2,4,4
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Duncaniella,448,86,44
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum,75,121,57
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum|Muribaculum sp. TLL-A4,225,244,135
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum|Muribaculum sp. H5,66,103,55
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum|Muribaculum intestinale,49,53,24
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|NA|Muribaculaceae bacterium DSM 108610,139,294,104
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas,19,9,5
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis,85,25,16
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas asaccharolytica,51,17,5
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas crevioricanis,28,4,4
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas cangingivalis,17,21,2
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Fermentimonas|Fermentimonas caenicola,35,18,11
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Petrimonas|Petrimonas mucosa,33,64,24
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|NA|Candidatus Azobacteroides|Candidatus Azobacteroides pseudotrichonymphae,16,2,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|NA|NA|Bacteroidales bacterium CF,9,13,4
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Dysgonamonadaceae|Proteiniphilum|Proteiniphilum saccharofermentans,15,28,2
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Paludibacteraceae|Paludibacter|Paludibacter propionicigenes,11,16,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Draconibacterium|Draconibacterium sp. M1,7,7,2
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Draconibacterium|Draconibacterium orientale,2,5,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|NA|Prolixibacteraceae bacterium WC007,7,7,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Salinivirgaceae|Salinivirga|Salinivirga cyanobacteriivorans,13,0,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Marinilabiliaceae|Alkalitalea|Alkalitalea saponilacus,8,21,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Marinifilaceae|Labilibaculum|Labilibaculum antarcticum,2,2,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae,253,128,83
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga,1,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga lytica,190,120,67
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga baltica,2,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga sp. L1A9,2,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Algibacter|Algibacter alginicilyticus,171,127,64
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Algibacter|Algibacter sp. L3A6,6,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter,1,5,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter sp. ALD11,98,75,31
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter sp. SA4-12,2,3,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter sp. MED152,1,0,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter sp. Hel1_33_78,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter reichenbachii,8,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter vadi,5,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium,21,7,4
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium piperi,21,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium indologenes,10,11,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. T16E-39,3,0,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. StRB126,2,1,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. 6424,1,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. G0201,1,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium shandongense,7,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium gleum,6,2,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium bernardetii,4,3,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium carnis,3,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium balustinum,3,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium lactis,2,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium jeonii,1,5,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium carnipullorum,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium nakagawai,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium indoltheticum,1,5,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium glaciei,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Ornithobacterium|Ornithobacterium rhinotracheale,57,34,21
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa sp. Hel1_33_131,49,27,14
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa sp. Hel1_31_208,3,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa sp. L2A11,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa agariphila,3,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa sediminum,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium crocinum,13,11,4
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium johnsoniae,12,0,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. CJ74,4,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. HYN0086,2,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. XS-5,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. 140616W15,1,7,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium branchiophilum,5,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium kingsejongi,4,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium pallidum,3,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium gilvum,2,4,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium album,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium arcticum,2,14,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium columnare,1,5,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sediminis,1,8,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium haoranii,1,2,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium commune,1,4,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga,33,10,5
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga canimorsus,10,1,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga gingivalis,4,6,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga cynodegmi,3,0,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga ochracea,2,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga sputigena,2,4,4
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga haemolytica,1,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga sp. FDAARGOS_737,1,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides,35,21,15
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides odoratimimus,16,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides phaeus,5,2,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Wenyingzhuangia|Wenyingzhuangia fucanilytica,29,1,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Winogradskyella|Winogradskyella sp. RHA_55,20,20,7
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Winogradskyella|Winogradskyella sp. PC-19,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Robiginitalea|Robiginitalea biformata,14,2,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia,5,10,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia meningoseptica,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia anophelis,2,3,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia sp. JS20170427COW,2,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia miricola,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia bruuniana,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Kordia|Kordia sp. SMS9,12,3,5
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella flava,6,0,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella sp. MAR_2010_147,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella sp. MAR_2010_102,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Zunongwangia|Zunongwangia profunda,9,19,8
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Muricauda|Muricauda lutaonensis,8,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Muriicola|Muriicola sp. MMS17-SY002,7,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens,1,0,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sp. Hel1_33_55,4,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens spongiae,1,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gillisia|Gillisia sp. Hel1_33_143,6,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum jejuense,4,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum sp. SZ-18,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Dokdonia|Dokdonia sp. 4H-3-7-5,5,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Antarcticibacterium|Antarcticibacterium flavum,5,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavivirga|Flavivirga eckloniae,3,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Empedobacter|Empedobacter brevis,3,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Lacinutrix|Lacinutrix venerupis,3,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Olleya|Olleya aquimaris,2,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|NA|Flavobacteriaceae bacterium MAR_2010_188,2,5,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Euzebyella|Euzebyella marina,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flagellimonas|Flagellimonas maritima,1,0,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Aquimarina|Aquimarina sp. AD10,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Arenibacter|Arenibacter algicola,1,0,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Seonamhaeicola|Seonamhaeicola sp. S2-3,1,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Salegentibacter|Salegentibacter salegens,1,0,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Crocinitomicaceae|Fluviicola|Fluviicola taffensis,3,0,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae,3,16,4
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium,1,9,4
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium sp. 21,148,89,38
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium sp. DR205,9,24,5
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium sp. G1-14,8,2,4
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium sp. B29,5,0,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium sp. dk4302,5,2,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium sp. ML3W,1,3,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium sp. CZ-2,1,1,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium thalpophilum,14,4,3
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium mizutaii,2,2,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium psychroaquaticum,2,7,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium lactis,2,3,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium daejeonense,1,8,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium hotanense,1,4,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter sp. G11,55,32,19
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter sp. CJ43,14,4,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter sp. eg,3,0,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter sp. KBS0701,2,3,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter cryoconitis,6,3,4
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter heparinus,4,1,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter steynii,3,1,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|NA|Sphingobacteriaceae bacterium GW460-11-11-14-LB5,79,62,25
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter,7,2,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter mallensis,26,0,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter ginsenosidivorax,9,1,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter sp. PAMC 26640,8,2,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter sp. 14171R-50,1,7,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter paludis,3,4,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter xinganensis,3,0,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Solitalea|Solitalea canadensis,6,5,5
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pseudopedobacter|Pseudopedobacter saltans,6,3,3
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae,2,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Rhodocytophaga|Rhodocytophaga sp. 172606-1,33,25,5
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma,2,6,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma sp. I-24,19,1,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma montaniterrae,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma aerolatum,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma radiotolerans,1,1,2
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Arcticibacterium|Arcticibacterium luteifluviistationis,8,5,2
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Runella|Runella sp. HYN0085,3,1,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Fibrella|Fibrella aestuarina,1,0,2
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Allopseudarcicella|Allopseudarcicella aquatilis,1,5,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae,2,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Pontibacter|Pontibacter sp. BT326,12,16,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Pontibacter|Pontibacter sp. SGAir0037,8,1,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Pontibacter|Pontibacter akesuensis,3,2,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Pontibacter|Pontibacter actiniarum,1,8,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Rufibacter|Rufibacter sp. DG15C,3,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Rufibacter|Rufibacter sp. DG31D,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Rufibacter|Rufibacter tibetensis,3,2,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. PAMC 26554,2,1,2
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. DG25B,1,0,2
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. 17J36-26,1,0,0
