,cipbeta40_S2,cipbeta40_S1,cipbeta40_S3
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella,0,12,5
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella sp. 26KH-42,0,70,20
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella ceti,0,6,6
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella koreensis,0,5,5
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella paramesenteroides,0,2,4
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc carnosum,0,1,3
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc suionicum,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Oenococcus|Oenococcus sicerae,0,3,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sp. CDC25,0,2,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sp. MI 10-1553,0,2,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sp. AntiMn-1,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sp. SDB 2975,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus pasteuri,0,26,58
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus hyicus,0,14,11
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus equorum,0,14,338
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus nepalensis,0,10,12
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus stepanovicii,0,9,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus carnosus,0,6,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus kloosii,0,4,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus schleiferi,0,4,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus auricularis,0,2,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus agnetis,0,2,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus delphini,0,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Macrococcus|Macrococcus sp. IME1552,0,50,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus mycoides,0,6,7
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus albus,0,6,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus wiedmannii,0,6,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus luti,0,4,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. ABP14,0,3,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus paranthracis,0,2,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cytotoxicus,0,2,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. HBCD-sjtu,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus atrophaeus,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. X1(2014),0,54,8
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. BD59S,0,8,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. Lzh-5,0,5,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. FJAT-25496,0,5,9
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. FJAT-22090,0,5,24
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. 1NLA3E,0,5,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. NSP9.1,0,3,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. THAF10,0,3,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. N1-1,0,3,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. WP8,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. SYJ,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus thermoamylovorans,0,16,34
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus simplex,0,10,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus horikoshii,0,5,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus clausii,0,4,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus litoralis,0,4,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus jeotgali,0,2,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus oceanisediminis,0,1,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cellulosilyticus,0,1,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus lehensis,0,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus safensis,0,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus|Virgibacillus phasianinus,0,5,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus|Virgibacillus halodenitrificans,0,4,12
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus|Virgibacillus necropolis,0,4,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Oceanobacillus|Oceanobacillus kimchii,0,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lysinibacillus|Lysinibacillus fusiformis,0,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Fictibacillus|Fictibacillus arsenicus,0,5,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Fictibacillus|Fictibacillus phosphorivorans,0,2,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|NA|Bacillaceae bacterium TKL69,0,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Anoxybacillus,0,2,20
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Psychrobacillus|Psychrobacillus glaciei,0,2,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Salicibibacter|Salicibibacter kimchii,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Pontibacillus|Pontibacillus sp. HMF3514,0,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Salimicrobium|Salimicrobium jeotgali,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Halobacillus|Halobacillus mangrovi,0,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus naphthalenovorans,0,407,410
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. BIHB4019,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus psychroresistens,0,4,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus crassostreae,0,2,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus donghaensis,0,1,7
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus graminis,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus thiaminolyticus,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Listeriaceae,0,16,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Listeriaceae|Listeria|Listeria sp. PSOL-1,0,7,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Listeriaceae|Listeria|Listeria grayi,0,5,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Listeriaceae|Listeria|Listeria weihenstephanensis,0,4,23
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Listeriaceae|Listeria|Listeria innocua,0,3,8
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Sporosarcina|Sporosarcina ureae,0,6,18
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Sporosarcina|Sporosarcina psychrophila,0,2,10
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Sporosarcina|Sporosarcina sp. P33,0,2,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus sp. MB-3u-03,0,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus sp. Y42,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus donghaensis,0,5,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus plakortidis,0,5,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus antarcticus,0,4,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus kocurii,0,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus maritimus,0,1,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Jeotgalibacillus|Jeotgalibacillus malaysiensis,0,2,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Paenisporosarcina|Paenisporosarcina antarctica,0,1,10
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Planococcaceae|Paenisporosarcina|Paenisporosarcina sp. K2R23-3,0,1,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|NA|Exiguobacterium|Exiguobacterium sp. ZWU0009,0,4,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|NA|Gemella|Gemella morbillorum,0,4,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|NA|Gemella|Gemella haemolysans,0,3,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|NA|Gemella|Gemella sanguinis,0,3,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|NA|Gemella|Gemella sp. oral taxon 928,0,2,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae|Staphylospora|Staphylospora marina,0,1,0
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Selenomonas,0,2,1
Bacteria|NA|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Acidaminococcus|Acidaminococcus fermentans,0,2,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Eubacterium callanderi,0,2182,565
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|Intestinimonas|Intestinimonas butyriciproducens,0,1294,340
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|NA|Clostridiales bacterium CCNA10,0,3,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. BNL1100,0,58,13
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium carboxidivorans,0,36,14
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium septicum,0,10,8
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium beijerinckii,0,9,7
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium isatidis,0,6,14
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium drakei,0,5,8
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium chauvoei,0,3,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium baratii,0,1,5
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium autoethanogenum,0,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium cochlearium,0,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Alkaliphilus|Alkaliphilus oremlandii,0,1,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Candidatus Arthromitus|Candidatus Arthromitus sp. SFB-rat-Yit,0,2,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. N6H1-15,0,23,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. SC05B48,0,5,12
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] sphenoides,0,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] saccharolyticum,0,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium oral taxon 500,0,2,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium Choco86,0,1,4
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoanaerobaculum|Lachnoanaerobaculum umeaense,0,32,3
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Herbinix|Herbinix luporum,0,13,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio hungatei,0,2,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes|Anaerostipes hadrus,0,2,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfallas|Desulfallas gibsoniae,0,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|NA|[Eubacterium] sulci,0,170,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Mogibacterium|Mogibacterium diversum,0,48,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XVI. Incertae Sedis|Carboxydocella|Carboxydocella thermautotrophica,0,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae,0,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Hungateiclostridiaceae|Pseudoclostridium|Pseudoclostridium thermosuccinogenes,0,4,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Hungateiclostridiaceae|Mageeibacillus|Mageeibacillus indolicus,0,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella|Christensenella minuta,0,25,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Heliobacteriaceae|Heliobacterium|Heliobacterium modesticaldum,0,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Symbiobacteriaceae|Symbiobacterium|Symbiobacterium thermophilum,0,1,2
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Caldanaerobacter|Caldanaerobacter subterraneus,0,1,0
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermodesulfobiaceae|Thermodesulfobium,0,1,0
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacterales Family III. Incertae Sedis|Caldicellulosiruptor|Caldicellulosiruptor hydrothermalis,0,2,0
Bacteria|NA|Firmicutes|Clostridia|Halanaerobiales|Halanaerobiaceae|Halocella|Halocella sp. SP3-1,0,1,0
Bacteria|NA|Firmicutes|Tissierellia|Tissierellales|Tissierellaceae,0,3,0
Bacteria|NA|Firmicutes|Tissierellia|Tissierellales|Tissierellaceae|Sporanaerobacter|[Clostridium] ultunense,0,39,0
Bacteria|NA|Firmicutes|Tissierellia|Tissierellales|Gottschalkiaceae|Gottschalkia|Gottschalkia acidurici,0,2,1
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Absiella,0,12,0
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Absiella|Absiella argi,0,43,3
Bacteria|NA|Firmicutes|NA|NA|NA|NA|endosymbiont 'TC1' of Trimyema compressum,0,2,0
Bacteria|NA|Firmicutes|NA|NA|NA|Ndongobacter|Ndongobacter massiliensis,0,1,7
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium argentoratense,0,3,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium cystitidis,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus sp. X156,0,4,2
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus sp. B7740,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus sp. p52,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus sp. S2-17,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus pyridinivorans,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Nocardia|Nocardia brasiliensis,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Nocardia|Nocardia farcinica,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium sp. DL90,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium sp. ELW1,0,1,8
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium sp. QIA-37,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium sp. MS1601,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium chimaera,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium tuberculosis,0,3,3
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium cookii,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium celeriflavum,0,6,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium sediminis,0,2,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium vaccae,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium rutilum,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium chitae,0,2,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium litorale,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium doricum,0,1,2
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium poriferae,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium fallax,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium confluentis,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacteroides|Mycobacteroides salmoniphilum,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacteroides|[Mycobacterium] stephanolepidis,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacteroides|Mycobacteroides saopaulense,0,2,3
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacteroides|Mycobacteroides chelonae,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacter|Mycolicibacter minnesotensis,0,2,9
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|NA|Lawsonella|Lawsonella clevelandensis,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Gordoniaceae|Gordonia|Gordonia sp. 1D,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Gordoniaceae|Gordonia|Gordonia terrae,0,3,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Gordoniaceae|Gordonia|Gordonia phthalatica,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Tsukamurellaceae|Tsukamurella,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Segniliparaceae|Segniliparus|Segniliparus rotundus,0,4,0
Bacteria|NA|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium gallinarum,0,12,3
Bacteria|NA|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium animalis,0,5,14
Bacteria|NA|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium pseudolongum,0,1,4
Bacteria|NA|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium choerinum,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Parascardovia|Parascardovia denticolens,0,1,3
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Rathayibacter|Rathayibacter sp. VKM Ac-2762,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Rathayibacter|Rathayibacter tritici,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agromyces|Agromyces sp. LHK192,0,2,3
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agromyces|Agromyces sp. FW100M-8,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agromyces|Agromyces sp. HY052,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium sp. No. 7,0,4,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium sp. ST-M6,0,1,4
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium oxydans,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium wangchenii,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium protaetiae,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium paludicola,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium endophyticum,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Leifsonia,0,2,0
