,cipbeta5_S3,cipbeta5_S2,cipbeta5_S1
Bacteria|NA|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Dialister|Dialister massiliensis,371,507,458
Bacteria|NA|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Dialister|Dialister pneumosintes,9,21,5
Bacteria|NA|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megasphaera,75,107,90
Bacteria|NA|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megasphaera|Megasphaera elsdenii,159,224,176
Bacteria|NA|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megasphaera|Megasphaera stantonii,2,0,2
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Megamonas,35,50,33
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Megamonas|Megamonas funiformis,121,246,140
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Megamonas|Megamonas hypermegale,72,219,118
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Selenomonas|Selenomonas ruminantium,22,41,26
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Selenomonas,2,2,1
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales|Sporomusaceae,2,0,1
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales|Sporomusaceae|Pelosinus,5,3,5
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales|Sporomusaceae|Pelosinus|Pelosinus fermentans,75,81,94
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales|Sporomusaceae|Pelosinus|Pelosinus sp. UFO1,10,11,3
Bacteria|NA|Firmicutes|Negativicutes|Selenomonadales|Sporomusaceae|Sporomusa|Sporomusa termitida,22,54,109
Bacteria|NA|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Phascolarctobacterium,11,25,712
Bacteria|NA|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Phascolarctobacterium|Phascolarctobacterium succinatutens,1,49,348
Bacteria|NA|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Acidaminococcus|Acidaminococcus intestini,5,7,8
Bacteria|NA|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Acidaminococcus|Acidaminococcus fermentans,2,2,2
Bacteria|NA|Firmicutes|Clostridia,15,18,13
Bacteria|NA|Firmicutes|Clostridia|Clostridiales,461,1015,1249
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium,44,68,26275
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Eubacterium callanderi,1264,1639,172316
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Acetobacterium|Acetobacterium sp. KB-1,4,5,8
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|Intestinimonas|Intestinimonas butyriciproducens,744,1034,643
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|Massilistercora|Massilistercora timonensis,9,0,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|NA|Clostridiales bacterium CCNA10,8,3,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae,3,31,8
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium,110,654,136
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium botulinum,123,468,138
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium tyrobutyricum,101,135,103
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium formicaceticum,50,83,60
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. BNL1100,24,19,13
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. CT4,8,8,182
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. SYSU GA15002T,8,14,76
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. DL-VIII,4,14,7
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. SY8519,2,8,6
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. JN-1,2,1,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. JN-9,1,16,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium perfringens,48,31283,5117
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium tetani,20,61,14
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium bornimense,18,39,73
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium cellulovorans,12,9,10
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium argentinense,10,59,12
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium cochlearium,9,80,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium butyricum,6,16,8
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium saccharoperbutylacetonicum,6,36,7
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium drakei,4,2,4
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium carboxidivorans,4,34,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium septicum,4,121,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium pasteurianum,2,29,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium kluyveri,2,10,10
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium estertheticum,2,17,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium aceticum,2,8,4
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium taeniosporum,1,276,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium beijerinckii,1,11,9
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium autoethanogenum,1,0,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium isatidis,1,50,3
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Geosporobacter|Geosporobacter ferrireducens,47,62,52
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Alkaliphilus|Alkaliphilus metalliredigens,46,205,44
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Crassaminicella|Crassaminicella sp. SY095,5,3,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Caloranaerobacter|Caloranaerobacter azorensis,4,5,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Candidatus Arthromitus|Candidatus Arthromitus sp. SFB-mouse,3,1,6
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Caloramator|Caloramator sp. E03,2,65,20
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|NA|Clostridiaceae bacterium 14S0207,1,3,6
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae,55,125,788
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia,1,63,141
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia producta,144,90,93
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. N6H1-15,45,13,36
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. SC05B48,11,11,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|[Ruminococcus] gnavus,9,1,164
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia|Roseburia intestinalis,97,107,165
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium KM106-2,46,73,71
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium oral taxon 500,19,446,52
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium Choco86,8,25,383
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium KGMB03038,4,2,3
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium,1,2,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium GAM79,1,7,25
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium,1,0,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] scindens,44,10,65
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium phytofermentans,13,60,10
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium sp. YL32,9,49,31
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] saccharolyticum,8,18,3
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] hylemonae,4,3,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] bolteae,1,0,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna|Anaerocolumna sp. CBA3638,76,121,78
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes|Anaerostipes hadrus,65,102,5
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes|Anaerostipes rhamnosivorans,1,15,3
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio xylanivorans,10,2,3
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospira|Lachnospira eligens,4,7,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Herbinix|Herbinix luporum,4,22,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cellulosilyticum,1,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cellulosilyticum|Cellulosilyticum lentocellum,1,0,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerobutyricum|Anaerobutyricum hallii,2,150,4
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae,1,11,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile,368,1826,2261
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|NA|Peptostreptococcaceae bacterium oral taxon 929,121,1649,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|NA|[Clostridium] hiranonis,18,182,10
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Filifactor|Filifactor alocis,22,618,158
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Acetoanaerobium|Acetoanaerobium sticklandii,8,142,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Dehalobacterium|Dehalobacterium formicoaceticum,192,1205,57
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfosporosinus,20,29,22
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfosporosinus|Desulfosporosinus meridiei,62,88,66
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfosporosinus|Desulfosporosinus orientis,8,1,7
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfitobacterium|Desulfitobacterium hafniense,37,74,53
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfitobacterium|Desulfitobacterium metallireducens,22,55,17
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfotomaculum,11,15,22
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfotomaculum|Desulfotomaculum ruminis,13,16,39
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfotomaculum|Desulfotomaculum reducens,2,8,7
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfofarcimen|Desulfofarcimen acetoxidans,6,11,7
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|NA|Peptococcaceae bacterium DCMF,2,0,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Dehalobacter|Dehalobacter restrictus,1,0,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfallas|Desulfallas gibsoniae,1,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Hungateiclostridiaceae,2,6,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Hungateiclostridiaceae|Fastidiosipila|Fastidiosipila sanguinis,139,1770,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Hungateiclostridiaceae|Hungateiclostridium|Hungateiclostridium clariflavum,29,53,45
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Hungateiclostridiaceae|Hungateiclostridium|Hungateiclostridium saccincola,12,23,26
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Hungateiclostridiaceae|Hungateiclostridium|Hungateiclostridium thermocellum,3,0,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Hungateiclostridiaceae|Thermoclostridium|Thermoclostridium stercorarium,20,30,23
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Hungateiclostridiaceae|Ruminiclostridium|Ruminiclostridium cellulolyticum,1,0,3
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Aminipila|Aminipila butyrica,37,144,35
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Aminipila|Aminipila sp. CBA3637,18,47,10
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Aminipila|Aminipila sp. JN-18,1,6,9
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Aminipila|[Eubacterium] sulci,12,124,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Mogibacterium,1,0,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Mogibacterium|Mogibacterium pumilum,8,6,291
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Mogibacterium|[Eubacterium] minutum,1,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XVI. Incertae Sedis|Carboxydocella|Carboxydocella thermautotrophica,6,0,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|NA|Ruminococcaceae bacterium CPB6,23,0,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|NA|[Clostridium] cellulosi,2,0,4
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus albus,3,13,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus sp. JE7A12,3,39,8
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruthenibacterium|Ruthenibacterium lactatiformans,5,1,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Caproiciproducens|Caproiciproducens sp. NJN-50,2,1,2
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Faecalibacterium|Faecalibacterium prausnitzii,1,1,32
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae|Petrocella|Petrocella atlantisensis,36,0,9
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae,1,0,1
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Oscillibacter|Oscillibacter valericigenes,20,23,51
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Dysosmobacter|Dysosmobacter welbionis,1,1,455
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Heliobacteriaceae|Heliorestis|Heliorestis convoluta,8,7,4
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Syntrophomonadaceae,1,1,0
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Syntrophomonadaceae|Candidatus Syntrophocurvum|Candidatus Syntrophocurvum alkaliphilum,3,60,4
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Syntrophomonadaceae|Syntrophomonas|Syntrophomonas wolfei,1,4,0
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Thermoanaerobacter,39,54,50
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Thermoanaerobacter|Thermoanaerobacter wiegelii,46,58,100
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Carboxydothermus|Carboxydothermus hydrogenoformans,37,66,55
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Thermanaeromonas|Thermanaeromonas toyohensis,1,5,4
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Tepidanaerobacter|Tepidanaerobacter acetatoxydans,1,3,0
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermodesulfobiaceae|Thermodesulfobium|Thermodesulfobium acidiphilum,44,61,44
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermodesulfobiaceae|Thermodesulfobium|Thermodesulfobium narugense,1,25,0
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacterales Family III. Incertae Sedis|Thermoanaerobacterium,10,0,0
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacterales Family III. Incertae Sedis|Thermoanaerobacterium|Thermoanaerobacterium xylanolyticum,5,48,16
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacterales Family III. Incertae Sedis|Thermoanaerobacterium|Thermoanaerobacterium thermosaccharolyticum,4,2,0
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacterales Family III. Incertae Sedis|Thermoanaerobacterium|Thermoanaerobacterium sp. RBIITD,4,50,0
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacterales Family III. Incertae Sedis|Thermoanaerobacterium|Thermoanaerobacterium aotearoense,3,86,1
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacterales Family III. Incertae Sedis|Caldicellulosiruptor|Caldicellulosiruptor kristjanssonii,3,0,0
Bacteria|NA|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacterales Family IV. Incertae Sedis|Mahella|Mahella australiensis,1,1,0
Bacteria|NA|Firmicutes|Clostridia|Halanaerobiales|Halobacteroidaceae|Halobacteroides|Halobacteroides halobius,17,43,14
Bacteria|NA|Firmicutes|Clostridia|Halanaerobiales|Halanaerobiaceae,1,0,0
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae,67,34,56
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelothrix,6,13,2
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelothrix|Erysipelothrix rhusiopathiae,84,1418,34
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelothrix|Erysipelothrix sp. 15TAL0474,43,298,22
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelothrix|Erysipelothrix larvae,33,13,8
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Absiella,3,5,7
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Absiella|Absiella argi,129,83,120
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Absiella|Absiella sp. 9CBEGH2,24,1,725
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Turicibacter|Turicibacter sp. H121,56,282,50
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Longibaculum|Longibaculum sp. KGMB06250,9,30,0
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|NA|Erysipelotrichaceae bacterium GAM147,6,19,4
Bacteria|NA|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalitalea|Faecalitalea cylindroides,2,6,7
Bacteria|NA|Firmicutes|NA|NA|NA|Ndongobacter|Ndongobacter massiliensis,36,61,1
Bacteria|NA|Actinobacteria,64,108,202
Bacteria|NA|Actinobacteria|Actinobacteria,3831,5204,11539
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales,1966,2485,6038
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae,151,229,505
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium,16670,23145,57580
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium vitaeruminis,1755771,2347454,6022643
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium variabile,3373,4914,11867
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium jeikeium,2020,2585,6633
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium casei,1683,2312,6139
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium efficiens,1513,2052,5240
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium marinum,1478,1953,4991
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium kutscheri,1460,1922,4982
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium flavescens,1345,1777,4722
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sp. 2039,503,711,1738
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sp. 2184,262,365,838
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sp. 2019,116,157,346
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sp. 2183,102,127,343
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sp. 1959,86,113,285
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sp. ATCC 6931,24,44,69
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sp. LMM-1652,23,35,55
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sp. NML98-0116,17,17,51
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sp. sy039,3,3,7
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sanguinis,1099,1499,3810
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium humireducens,975,1297,3478
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium aurimucosum,384,525,1380
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium crudilactis,356,502,1171
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium glutamicum,329,474,1040
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium frankenforstense,270,326,850
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium halotolerans,268,323,833
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium striatum,248,339,843
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium testudinoris,165,184,429
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium geronticis,164,240,547
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium doosanense,157,173,540
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium urealyticum,156,181,453
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium stationis,148,165,515
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium maris,141,197,430
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium simulans,135,205,430
Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium provencense,133,177,377
