,cipbeta20_S3,cipbeta20_S2,cipbeta20_S1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodobacter|Rhodobacter sphaeroides,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodovulum|Rhodovulum sp. P5,5,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus|Paracoccus pantotrophus,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus|Paracoccus denitrificans,1,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus|Paracoccus aminovorans,1,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus|Paracoccus sp. Arc7-R13,1,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Phaeobacter|Phaeobacter inhibens,4,2,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Sagittula|Sagittula sp. P11,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Halocynthiibacter|Halocynthiibacter arcticus,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Celeribacter|Celeribacter ethanolicus,2,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Yangia,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Yangia|Yangia pacifica,1,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Sulfitobacter|Sulfitobacter donghicola,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paraoceanicella|Paraoceanicella profunda,1,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Roseivivax,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Labrenzia|Labrenzia alexandrii,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Stappia|Stappia indica,1,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Halovulum|Halovulum dunhuangense,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Roseovarius|Roseovarius indicus,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Epibacterium|Epibacterium mobile,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Tateyamaria|Tateyamaria omphalii,1,0,14
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Hyphomonas|Hyphomonas sp. Mor2,1,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter|Candidatus Pelagibacter sp. RS40,22,1,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter|Candidatus Pelagibacter sp. HIMB1321,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|NA|alpha proteobacterium HIMB5,7,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Caulobacter rhizosphaerae,4,0,35
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Caulobacter vibrioides,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Caulobacter flavus,1,1,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas,2,0,66
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|Brevundimonas subvibrioides,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|NA|NA|Candidatus Puniceispirillum|Candidatus Puniceispirillum marinum,4,4,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|NA|NA|Phreatobacter|Phreatobacter stygius,2,4,23
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Magnetococcales|Magnetococcaceae|Magnetococcus|Magnetococcus marinus,2,1,2
Bacteria|NA|Proteobacteria|Epsilonproteobacteria,3,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales,3,1,2
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter,17,6,85
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter hepaticus,70,50,6
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter sp. RM16704,66,63,14
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni,22,7,140
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter lari,20,9,3
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter avium,8,3,3
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter hyointestinalis,2,1,4
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter concisus,1,3,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter iguaniorum,1,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter ureolyticus,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter peloridis,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter cuniculorum,1,0,2
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae,19,4,2
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter nitrofigilis,9,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter pacificus,5,5,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter butzleri,5,5,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter molluscorum,3,0,6
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter suis,2,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter anaerophilus,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|NA|Arcobacter sp. L,12,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|NA|Arcobacter sp. LPB0137,3,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum,4,0,177
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas autotrophica,30,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas,2,4,21
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas sp. 1-1N,19,15,4
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas sp. CVO,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas sp. GYSZ_1,1,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas denitrificans,1,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter,1,0,47
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori,15,5,3
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter suis,4,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter hepaticus,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter bizzozeronii,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfuricurvum|Sulfuricurvum kujiense,8,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|NA|NA|Sulfurovum|Sulfurovum sp. NBC37-1,29,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|NA|NA|Sulfurovum|Sulfurovum lithotrophicum,5,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|NA|NA|Nitratiruptor|Nitratiruptor sp. SB155-2,5,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Nautiliales|Nautiliaceae|Nautilia|Nautilia profundicola,5,2,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Nautiliales|Nautiliaceae|Caminibacter|Caminibacter mediatlanticus,1,0,6
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Nautiliales|Nautiliaceae|Cetia|Cetia pacifica,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae,3,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Lawsonia|Lawsonia intracellularis,47,22,6
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio salexigens,2,3,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio alaskensis,2,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio hydrothermalis,2,0,2
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio carbinolicus,2,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio fairfieldensis,1,261,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio ferrophilus,1,1,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Pseudodesulfovibrio|Pseudodesulfovibrio aespoeensis,3,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Pseudodesulfovibrio|Pseudodesulfovibrio sp. SRB007,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae|Desulfomicrobium|Desulfomicrobium baculatum,2,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales,4,7,3
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter,8,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter|Anaeromyxobacter dehalogenans,2,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter|Anaeromyxobacter sp. Fw109-5,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Myxococcus,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Myxococcus|Myxococcus macrosporus,2,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Corallococcus|Corallococcus coralloides,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Archangiaceae|Melittangium|Melittangium boletus,3,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Sorangium|Sorangium cellulosum,12,9,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|NA|Minicystis|Minicystis rosea,1,2,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfuromonadales,2,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Desulfuromonas|Desulfuromonas sp. DDH964,5,3,14
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geobacter|Geobacter daltonii,3,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geobacter|Geobacter lovleyi,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|Desulfurella|Desulfurella acetivorans,9,10,8
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobulbaceae,1,3,3
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobulbaceae|Desulfocapsa|Desulfocapsa sulfexigens,3,0,2
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfococcus|Desulfococcus oleovorans,1,1,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Bradymonadales|Bradymonadaceae|Bradymonas|Bradymonas sediminis,2,0,0
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio sp. ZAP7,63,39,4
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio sp. NC01,3,0,2
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio exovorus,6,0,10
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio bacteriovorus,3,1,6
Bacteria|NA|Proteobacteria|Oligoflexia|Silvanigrellales|NA|NA|Silvanigrellales bacterium RF1110005,13,0,9
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus,1,0,1
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus caldus,2,1,34
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus ferrivorans,1,0,0
Bacteria|NA|Proteobacteria|Hydrogenophilalia|Hydrogenophilales|Hydrogenophilaceae|Hydrogenophilus|Hydrogenophilus thermoluteolus,3,0,0
Bacteria|NA|Firmicutes,49532,3152,9310
Bacteria|NA|Firmicutes|Bacilli,22151,6372,7435
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales,34855,11462,15044
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae,8656,3096,9303
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus,1491908,453906,1033362
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus infantarius,1993940,548063,1225523
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. CNU G3,101442,31692,70308
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. CNU 77-61,93714,33250,71478
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. HSISB1,6752,3519,7635
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. NCTC 11567,1682,2,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. Z15,687,90,233
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. 116-D4,488,143,292
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. NCTC 10228,448,4,4
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. HSISS2,220,1,10
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. oral taxon 431,175,197,197
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. HSISM1,171,47,101
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. DAT741,168,183,218
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. NPS 308,158,1,5
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. A12,23,170,307
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. HSISS3,16,5,22
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. LPB0220,9,2,123
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. FDAARGOS_192,8,2,5
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. 1643,7,2,5
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. I-G2,7,0,2
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. I-P16,5,43,119
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. oral taxon 064,3,1,2
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. FDAARGOS_522,1,1,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gallolyticus,71782,24974,63341
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus thermophilus,57458,19992,49503
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus,52260,18928,46198
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus lutetiensis,44550,8195,17178
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pasteurianus,23945,4158,21426
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pyogenes,22893,1126,4533
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus macedonicus,19514,8987,25512
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus suis,12466,8076,32803
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus dysgalactiae,9876,3263,5764
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equi,1875,565,3363
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus agalactiae,10312,3594,10099
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae,7370,352,708
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pseudoporcinus,7086,1,3
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus,3130,411,846
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus intermedius,1908,380,588
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus constellatus,538,47,119
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pluranimalium,2256,553,1789
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus ratti,1914,31,139
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parauberis,1863,848,1563
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus salivarius,1760,602,1261
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus porcinus,1565,270,729
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus ferus,1511,1774,3968
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus urinalis,1212,613,1198
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus canis,800,913,1421
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis,777,153,266
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus uberis,692,139,371
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus halotolerans,684,199,394
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mitis,657,136,184
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pantholopis,645,227,489
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gordonii,589,254,456
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus vestibularis,457,261,579
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus iniae,434,201,409
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus acidominimus,379,175,785
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus cristatus,378,42,149
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus periodonticum,371,0,8
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sobrinus,335,112,177
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus troglodytae,287,12,27
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parasanguinis,282,397,434
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus milleri,264,128,229
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus koreensis,242,7,14
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus merionis,147,82,188
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mutans,139,56,161
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus oralis,95,212,243
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus marmotae,94,43,943
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus himalayensis,41,228,299
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus respiraculi,35,401,611
